speaker	text	label
S	"Sure. The ratio of blue to green to white paint is 1 : 2 : 5, which means for every 2 gallons of green paint, Andy uses 1 gallon of blue paint and 5 gallons of white paint. 

So, since Andy uses 6 gallons of green paint, he will use 6/2 = 3 gallons of blue paint and 6 x 5 = 30 gallons of white paint. 

Therefore, in total, Andy will use 3 + 6 + 30 = 39 gallons of paint."	0
T	Could you please explain why you multiplied 6 with 5 to find out the amount of white paint?	3
S	Since the ratio of blue to green to white paint is 1 : 2 : 5, it means that for every 2 gallons of green paint, Andy uses 5 gallons of white paint. So, if he uses 6 gallons of green paint, he will use 6 x 5 = 30 gallons of white paint.	0
T	For every 2 gallons of green paint he uses 5 gallons of white paint. So, for 1 gallon of green paint how much white paint should he use?	2
S	For 1 gallon of green paint, Andy should use 5/2 = 2.5 gallons of white paint.	0
T	Now, you need to find out the amount of white paint for 6 gallons of green paint. Do you get it?	2
S	Yes, I understand now. To find the amount of white paint for 6 gallons of green paint, I need to multiply 6 with 2.5 which is equal to 6 x 2.5 = 15 gallons of white paint.	0
T	So, how much paint he uses in total?	2
S	In total, Andy will use 3 + 6 + 15 = 24 gallons of paint.	0
T	Hi Emily, could you please walk me through your solution?	1
S	Sure. I started by adding the number of beavers and chipmunks when Aubree saw them the first time: 20+40 = 60. Then, when she was coming back, the number of beavers doubled to 20 x 2 = 40, and the number of chipmunks decreased by 10 to 40 - 10 = 30. So the total number of animals she saw that day is 40+30 = 70.	0
T	Are you sure you included all the animals she saw in a day while going to school and coming back?	2
S	Yes, I'm sure. When she was going to school, she saw 20 beavers and 40 chipmunks, and when she was coming back, the number of beavers had doubled to 40 and the number of chipmunks had decreased by 10 to 30. So the total number of animals she saw that day is 40+30 = 70.	0
T	How many animals did she see while going ?	2
S	When she was going to school, she saw 20 beavers and 40 chipmunks, so the total number of animals she saw while going was 20+40 = 60.	0
T	And how many while coming back?	2
S	When she was coming back, the number of beavers had doubled to 40 and the number of chipmunks had decreased by 10 to 30. So the total number of animals she saw while coming back was 40+30 = 70.	0
T	So, how many animals did she see in a day? Do you get it now?	2
S	Yes, I get it now. The total number of animals she saw in a day was the sum of the animals she saw while going to school (60) and the animals she saw while coming back (70), which is 60+70 = 130.	0
T	Hi can you talk me through your answer	1
S	Sure. I started by calculating the total kilobytes needed to store 400 photos, which was 400 x 1.5 = 600 kilobytes. Then I subtracted that from the total kilobytes of storage space available, which was 2000 - 600 = 1400 kilobytes. Finally, I divided that number by the size of each 200-kilobyte video, which was 200 x 1 = 200 kilobytes. That gave me the total number of 200-kilobyte videos that can be stored, which was 1400/200 = 7.	0
T	ok lets go back and work out how much storage space there is initially	2
T	ok lets go back and work out how much storage space there is initially	2
S	Sure. The portable computer drive has 2000 kilobytes of storage space, so that is the initial amount of storage space available. From that, I subtracted the amount of kilobytes needed to store 400 photos, which was 400 x 1.5 = 600 kilobytes. This left me with 1400 kilobytes of storage space available for videos.	0
T	the question says it has enough kilobytes to store 2000 photos	2
S	That's correct. The portable computer drive has 2000 kilobytes of storage space, so it has enough kilobytes to store 2000 photos. From that, I subtracted the amount of kilobytes needed to store 400 photos, which was 400 x 1.5 = 600 kilobytes. This left me with 1400 kilobytes of storage space available for videos.	0
T	no it does not say 2000 kilobytes . It says enough kilobytes of storage space to store 2000 photos. Each photo is 1.5 kilobytes in size.	2
S	Oh, I see. So the total kilobytes needed to store 2000 photos is 2000 x 1.5 = 3000 kilobytes. Then, I subtracted the amount of kilobytes needed to store 400 photos, which was 400 x 1.5 = 600 kilobytes. This left me with 2400 kilobytes of storage space available for videos. Then, I divided that number by the size of each 200-kilobyte video, which was 200 x 1 = 200 kilobytes. That gave me the total number of 200-kilobyte videos that can be stored, which was 2400/200 = 12.	0
T	well done	1
S	Thank you!	0
T	hi can you talk me through your answer	1
S	Sure. I said that the farmer gets 1 ear of corn for every 4 seeds, so he needs 4 seeds/$0.1 = 40 seeds to get $0.1. The cost to buy 40 seeds is $0.5/100 seeds x 40 seeds = $0.2. So the profit for each ear of corn is $0.1 - $0.2 = -$0.1. To make $40 in profit, he needs to sell 40/$0.1 = 400 ears of corn.	0
T	ok how do we calculate the cost of 1 seed	3
S	To calculate the cost of 1 seed, we divide the cost of 100 seeds by 100. So it would be $0.5/100 = $0.005.	0
T	correct so how much would it cost the farmer to grow one ear of corn, 4 seeds	3
S	It would cost the farmer $0.005 x 4 seeds = $0.02 to grow one ear of corn.	0
T	good so how much profit does he make on one ear of corn	3
S	He makes a profit of $0.1 - $0.02 = $0.08 on one ear of corn.	0
T	so if he made 40 dollars profit how many ears of corn were there	3
S	Since he makes $0.08 profit on each ear of corn, he would need to sell 40/$0.08 = 500 ears of corn to make $40 in profit.	0
T	great the answer is 500	1
S	Yes, the answer is 500.	0
S	Sure. I started by calculating 10 percent of 800, which is 800 x 0.1 = 80 eggs that dry up. Then I calculated 70 percent of 800, which is 800 x 0.7 = 560 eggs that are eaten. So, the total number of eggs that don't hatch is 80 + 560 = 640. Then I subtracted 640 from 800 to get the total number of eggs that end up hatching, which is 800 - 640 = 160. Finally, I used 1/4 of the remaining eggs to get the number of frogs that hatch out of the 800 eggs, which is 1/4 x 640 = 160.	0
T	I can see you you have correctly calculated 160 eggs it then says 1/4 of those eggs hatch so 160/4=	3
S	Yes, that's correct. 1/4 of the remaining eggs end up hatching, so 1/4 x 640 = 160 frogs hatch out of the 800 eggs.	0
S	Oh, I see. 160/4 = 40, so 40 frogs hatch out of the 800 eggs.	0
T	correct	1
T	hi can you talk me through your answer	1
S	Sure. I started by counting the wheels on the cars, which was 4 wheels x 2 cars = 8 wheels. Then I counted the wheels on the bikes, which was 2 wheels x 3 bikes = 6 wheels. Lastly, I counted the wheels on the tricycle and unicycle, which was 3 wheels + 1 wheel = 4 wheels. So, all together, there are 8 + 6 + 4 = 18 wheels in the garage.	0
T	Hi i can see you have calculated the wheels on 2 cars, 3 bikes, a tricycle and a unicycle. Look again at the question and check you have all the vehicles	2
S	Oh, I see. I missed the lawnmower. The lawnmower has 4 wheels, so that would make the total 18 + 4 = 22 wheels in the garage.	0
T	Hi can you talk me through your answer	1
S	Sure. The ratio of coins that Elsa has to that which Amalie has is 10:45. This simplifies to 2:9. So if we let x be the number of coins Elsa has, then the number of coins Amalie has is 9x. The total number of coins they have is x + 9x = 10x. So, 10x = 440. Therefore, x = 44. Amalie has 9x = 9(44) = 396 coins. She spends 3/4 of what she has on toys, so she spends 3/4 x 396 = 297 coins. She will remain with 396 - 297 = 99 coins.	0
T	I can see you have calculated that together they have 440 coins. what fraction of those coins does amalie have	3
